utterance_id,token_index,error_type,source_word,source_word_length,destination_word,destination_word_length
n000320-fn000826-545.3431-546.6744,3,substitution,hongkong,8,kong,4
n000320-fn000826-547.4042-549.6401,0,insertion,<ins>,<ins>,hong,4
n000320-fn000826-547.4042-549.6401,1,substitution,hongkong,8,kong,4
n000320-fn000826-547.4042-549.6401,3,substitution,in,2,een,3
n000320-fn000826-55.9387-58.7774,0,deletion,ja,2,<del>,<del>
n000320-fn000826-55.9387-58.7774,1,deletion,ja,2,<del>,<del>
n000320-fn000826-552.0369-554.8486,0,substitution,liggen,6,lekker,6
n000320-fn000826-555.4017-557.1268,0,substitution,en,2,een,3
n000320-fn000826-555.4017-557.1268,2,substitution,restaurant,10,letterhand,10
n000320-fn000826-558.0382-559.9946,1,substitution,kom,3,kan,3
n000320-fn000826-559.9946-562.4084,0,substitution,chine,5,china,5
n000320-fn000826-559.9946-562.4084,1,substitution,echte,5,elke,4
n000320-fn000826-562.4084-564.7578,0,substitution,en,2,een,3
n000320-fn000826-564.7578-566.3154,0,insertion,<ins>,<ins>,en,2
n000320-fn000826-564.7578-566.3154,1,substitution,in,2,het,3
n000320-fn000826-564.7578-566.3154,2,substitution,restaurant,10,strand,6
n000320-fn000826-577.6538-578.6043,0,substitution,cursus,6,kusjes,6
n000320-fn000826-596.9754-598.9009,0,insertion,<ins>,<ins>,de,2
n000320-fn000826-596.9754-598.9009,1,substitution,tenminste,9,minste,6
n000320-fn000826-598.9009-600.4129,0,deletion,zes,3,<del>,<del>
n000320-fn000826-598.9009-600.4129,1,substitution,jaar,4,sessie,6
n000320-fn000826-610.0975-612.1846,2,substitution,krant,5,gans,4
n000320-fn000826-62.6358-64.6143,1,substitution,lunden,6,landen,6
n000320-fn000826-631.9657-633.5392,0,substitution,één,3,een,3
n000320-fn000826-634.2357-635.8168,0,insertion,<ins>,<ins>,voor,4
n000320-fn000826-634.2357-635.8168,1,insertion,<ins>,<ins>,je,2
n000320-fn000826-634.2357-635.8168,2,insertion,<ins>,<ins>,dat,3
n000320-fn000826-634.2357-635.8168,3,substitution,verjaardagfeest,15,feest,5
n000320-fn000826-646.8626-648.4153,0,substitution,zou,3,zo,2
n000320-fn000826-650.6016-651.9636,0,substitution,ballonnen,9,blond,5
n000320-fn000826-659.8737-661.0543,2,substitution,bloem,5,bloemen,7
n000320-fn000826-679.4676-681.3777,2,insertion,<ins>,<ins>,wat,3
n000320-fn000826-679.4676-681.3777,3,substitution,wacht,5,is,2
n000320-fn000826-679.4676-681.3777,4,substitution,even,4,dat,3
n000320-fn000826-681.3777-683.6723,3,deletion,in,2,<del>,<del>
n000320-fn000826-681.3777-683.6723,4,substitution,de,2,zeggen,6
n000320-fn000826-69.6876-70.4151,0,substitution,londen,6,land,4
n000320-fn000826-698.9720-701.3064,1,insertion,<ins>,<ins>,dat,3
n000320-fn000826-698.9720-701.3064,2,substitution,de,2,is,2
n000320-fn000826-698.9720-701.3064,3,substitution,smaken,6,maar,4
n000320-fn000826-702.0176-704.3392,3,insertion,<ins>,<ins>,is,2
n000320-fn000826-704.6703-705.7331,2,substitution,beets,5,beetje,6
n000320-fn000826-83.6494-86.6234,0,substitution,mensen,6,zijn,4
n000320-fn000826-83.6494-86.6234,1,substitution,het,3,net,3
n000320-fn000826-83.6494-86.6234,3,substitution,en,2,aan,3
n000320-fn000826-83.6494-86.6234,4,substitution,winkel,6,het,3
n000320-fn000826-86.9871-89.7358,2,deletion,lunden,6,<del>,<del>
n000320-fn000826-86.9871-89.7358,3,substitution,daar,4,londen,6
n000320-fn000826-89.7358-92.5235,1,substitution,lunden,6,lenten,6
n000320-fn000826-89.7358-92.5235,3,substitution,zitten,6,zetten,6
n000320-fn000826-92.5235-94.0525,1,substitution,kon,3,kan,3
n000320-fn000826-98.8390-100.7988,0,insertion,<ins>,<ins>,wat,3
n000320-fn000826-98.8390-100.7988,1,insertion,<ins>,<ins>,zei,3
n000320-fn000826-98.8390-100.7988,2,substitution,sorry,5,je,2
n000321-fn000829-102.9622-104.9166,2,deletion,wil,3,<del>,<del>
n000321-fn000829-102.9622-104.9166,3,substitution,ik,2,welkom,6
n000321-fn000829-102.9622-104.9166,6,deletion,de,2,<del>,<del>
n000321-fn000829-104.9166-106.1335,0,insertion,<ins>,<ins>,de,2
n000321-fn000829-104.9166-106.1335,1,insertion,<ins>,<ins>,bedekken,8
n000321-fn000829-104.9166-106.1335,2,substitution,dubbeldekkerbus,15,bus,3
n000321-fn000829-107.8968-110.6820,5,substitution,kun,3,kan,3
n000321-fn000829-113.6675-116.5061,2,insertion,<ins>,<ins>,het,3
n000321-fn000829-117.6936-119.8421,2,deletion,per,3,<del>,<del>
n000321-fn000829-117.6936-119.8421,3,deletion,se,2,<del>,<del>
n000321-fn000829-117.6936-119.8421,4,substitution,naar,4,pc,2
n000321-fn000829-117.6936-119.8421,5,substitution,de,2,nada,4
n000321-fn000829-119.8421-121.9526,0,deletion,pa,2,<del>,<del>
n000321-fn000829-119.8421-121.9526,1,substitution,koninglijke,11,koninklijke,11
n000321-fn000829-119.8421-121.9526,2,substitution,pareis,6,parijs,6
n000321-fn000829-126.2866-128.1253,0,substitution,weet,4,ik,2
n000321-fn000829-126.2866-128.1253,1,substitution,niet,4,wil,3
n000321-fn000829-142.1503-145.1194,3,deletion,die,3,<del>,<del>
n000321-fn000829-142.1503-145.1194,9,substitution,londen,6,landen,6
n000321-fn000829-146.0440-147.7672,0,substitution,en,2,aan,3
n000321-fn000829-146.0440-147.7672,2,substitution,koninglijke,11,koninklijke,11
n000321-fn000829-146.0440-147.7672,3,substitution,pareis,6,parijs,6
n000321-fn000829-147.7672-149.2197,2,insertion,<ins>,<ins>,op,2
n000321-fn000829-147.7672-149.2197,3,substitution,beroemd,7,rond,4
n000321-fn000829-160.0069-161.8393,3,insertion,<ins>,<ins>,te,2
n000321-fn000829-161.8393-163.5404,0,deletion,de,2,<del>,<del>
n000321-fn000829-161.8393-163.5404,5,insertion,<ins>,<ins>,er,2
n000321-fn000829-161.8393-163.5404,8,deletion,boot,4,<del>,<del>
n000321-fn000829-163.5404-165.1978,4,substitution,nach,4,nacht,5
n000321-fn000829-175.8596-178.6426,3,substitution,rechtsteeks,11,rechtstreeks,12
n000321-fn000829-187.9114-190.8513,1,deletion,d,1,<del>,<del>
n000321-fn000829-202.4527-204.4227,4,insertion,<ins>,<ins>,liefst,6
n000321-fn000829-202.4527-204.4227,5,substitution,liefste,7,de,2
n000321-fn000829-202.4527-204.4227,6,substitution,zelf,4,zalf,4
n000321-fn000829-236.6061-238.2094,3,substitution,vrije,5,vrij,4
n000321-fn000829-248.7364-251.6199,3,substitution,ga,2,graag,5
n000321-fn000829-248.7364-251.6199,4,substitution,eev,3,even,4
n000321-fn000829-254.0011-256.6294,1,insertion,<ins>,<ins>,mij,3
n000321-fn000829-254.0011-256.6294,2,substitution,mijzelf,7,zelf,4
n000321-fn000829-254.0011-256.6294,4,insertion,<ins>,<ins>,een,3
n000321-fn000829-254.0011-256.6294,5,substitution,makkelijker,11,makkelijke,10
n000321-fn000829-275.5711-278.3009,0,insertion,<ins>,<ins>,en,2
n000321-fn000829-278.3009-279.9258,0,deletion,dan,3,<del>,<del>
n000321-fn000829-278.3009-279.9258,1,substitution,kun,3,ik,2
n000321-fn000829-278.3009-279.9258,2,substitution,je,2,kan,3
n000321-fn000829-289.1339-291.6454,2,insertion,<ins>,<ins>,je,2
n000321-fn000829-300.3622-301.9190,1,substitution,dan,3,daar,4
n000321-fn000829-312.5567-315.2461,0,substitution,ing,3,en,2
n000321-fn000829-312.5567-315.2461,1,substitution,england,7,engeland,8
n000321-fn000829-312.5567-315.2461,3,substitution,het,3,de,2
n000321-fn000829-312.5567-315.2461,5,substitution,slecht,6,slechte,7
n000321-fn000829-312.5567-315.2461,6,substitution,weer,4,vm,2
n000321-fn000829-317.5109-319.6289,0,deletion,meestal,7,<del>,<del>
n000321-fn000829-317.5109-319.6289,1,deletion,regent,6,<del>,<del>
n000321-fn000829-317.5109-319.6289,2,substitution,het,3,meeste,6
n000321-fn000829-317.5109-319.6289,3,substitution,als,3,legende,7
n000321-fn000829-317.5109-319.6289,8,deletion,naar,4,<del>,<del>
n000321-fn000829-319.6289-321.9163,0,deletion,england,7,<del>,<del>
n000321-fn000829-319.6289-321.9163,1,substitution,dan,3,engeland,8
n000321-fn000829-319.6289-321.9163,5,substitution,een,3,de,2
n000321-fn000829-319.6289-321.9163,6,substitution,paraplu,7,papieren,8
n000321-fn000829-331.5771-333.7753,4,substitution,videocamera,11,videokamera,11
n000321-fn000829-334.4122-335.8070,1,substitution,horloge,7,oolongje,8
n000321-fn000829-335.8070-337.6575,0,deletion,kun,3,<del>,<del>
n000321-fn000829-335.8070-337.6575,1,substitution,je,2,kijk,4
n000321-fn000829-335.8070-337.6575,2,substitution,zien,4,eens,4
n000321-fn000829-335.8070-337.6575,3,substitution,hoe,3,in,2
n000321-fn000829-335.8070-337.6575,4,substitution,laat,4,het,3
n000321-fn000829-335.8070-337.6575,5,substitution,is,2,latijn,6
n000321-fn000829-345.8885-347.0965,0,deletion,ja,2,<del>,<del>
n000321-fn000829-345.8885-347.0965,1,substitution,zeker,5,jazeker,7
n000321-fn000829-353.3486-354.8208,0,deletion,ja,2,<del>,<del>
n000321-fn000829-353.3486-354.8208,1,substitution,zeker,5,jazeker,7
n000321-fn000829-354.8208-356.6559,3,substitution,na,2,naar,4
n000321-fn000829-367.9618-370.4060,3,substitution,met,3,mijn,4
n000321-fn000829-370.4060-373.0894,9,insertion,<ins>,<ins>,hem,3
n000321-fn000829-381.9176-383.5687,4,substitution,mij,3,mijn,4
n000321-fn000829-383.5687-385.3712,3,substitution,doe,3,doen,4
n000321-fn000829-385.3712-387.1037,0,substitution,en,2,aan,3
n000321-fn000829-385.3712-387.1037,1,substitution,mij,3,mijn,4
n000321-fn000829-385.3712-387.1037,2,substitution,vrienden,8,vriendin,8
n000321-fn000829-401.4132-402.8899,2,substitution,wel,3,haar,4
n000321-fn000829-403.6781-405.8719,0,deletion,kun,3,<del>,<del>
n000321-fn000829-403.6781-405.8719,1,substitution,je,2,ken,3
n000321-fn000829-417.8016-418.9924,0,substitution,monumenten,10,organen,7
n000321-fn000829-420.4158-423.3422,1,substitution,koninglijke,11,koninklijke,11
n000321-fn000829-424.8419-425.3232,0,substitution,toch,4,zo,2
n000321-fn000829-434.1595-435.6499,1,substitution,koninglijke,11,koninklijk,10
n000321-fn000829-441.4461-444.3999,4,deletion,dan,3,<del>,<del>
n000321-fn000829-454.7233-456.6655,7,insertion,<ins>,<ins>,ja,2
n000321-fn000829-459.9268-461.5006,1,deletion,is,2,<del>,<del>
n000321-fn000829-459.9268-461.5006,2,deletion,ook,3,<del>,<del>
n000321-fn000829-459.9268-461.5006,3,deletion,ik,2,<del>,<del>
n000321-fn000829-459.9268-461.5006,4,deletion,weet,4,<del>,<del>
n000321-fn000829-459.9268-461.5006,5,substitution,niet,4,sorry,5
n000321-fn000829-46.8030-48.5650,0,substitution,dikke,5,dik,3
n000321-fn000829-461.5006-462.4774,0,deletion,een,3,<del>,<del>
n000321-fn000829-463.5416-465.2023,0,deletion,ik,2,<del>,<del>
n000321-fn000829-48.5650-50.6871,0,insertion,<ins>,<ins>,de,2
n000321-fn000829-48.5650-50.6871,1,insertion,<ins>,<ins>,dikke,5
n000321-fn000829-48.5650-50.6871,2,substitution,dubbeldekkerbus,15,bus,3
n000321-fn000829-481.4491-484.2236,4,deletion,wel,3,<del>,<del>
n000321-fn000829-50.6871-51.8421,1,substitution,gaat,4,ga,2
n000321-fn000829-500.6961-503.0510,1,substitution,mij,3,mijn,4
n000321-fn000829-503.0510-505.6179,3,insertion,<ins>,<ins>,het,3
n000321-fn000829-517.1959-519.6014,1,substitution,mij,3,mijn,4
n000321-fn000829-521.5682-523.5684,1,deletion,j,1,<del>,<del>
n000321-fn000829-537.0351-538.9922,2,deletion,m,1,<del>,<del>
n000321-fn000829-545.9133-547.6497,2,insertion,<ins>,<ins>,ze,2
n000321-fn000829-547.6497-550.3831,0,deletion,en,2,<del>,<del>
n000321-fn000829-547.6497-550.3831,5,insertion,<ins>,<ins>,in,2
n000321-fn000829-547.6497-550.3831,6,substitution,een,3,het,3
n000321-fn000829-55.7486-58.1920,1,substitution,wel,3,maar,4
n000321-fn000829-559.5665-561.3372,2,insertion,<ins>,<ins>,een,3
n000321-fn000829-559.5665-561.3372,3,substitution,vrij,4,vlie,4
n000321-fn000829-561.3372-563.0222,3,insertion,<ins>,<ins>,het,3
n000321-fn000829-572.7297-575.3618,0,deletion,de,2,<del>,<del>
n000321-fn000829-572.7297-575.3618,1,substitution,laatste,7,belastende,10
n000321-fn000829-572.7297-575.3618,2,substitution,tijd,4,het,3
n000321-fn000829-572.7297-575.3618,7,insertion,<ins>,<ins>,de,2
n000321-fn000829-575.3618-577.0620,0,insertion,<ins>,<ins>,dat,3
n000321-fn000829-575.3618-577.0620,1,substitution,da's,4,is,2
n000321-fn000829-58.1920-60.0897,0,deletion,want,4,<del>,<del>
n000321-fn000829-586.5068-589.3837,4,substitution,mij,3,mijn,4
n000321-fn000829-598.7481-600.7577,2,insertion,<ins>,<ins>,verjaardag,10
n000321-fn000829-598.7481-600.7577,3,substitution,verjaardagfeest,15,feesten,7
n000321-fn000829-60.0897-62.3029,4,substitution,in,2,een,3
n000321-fn000829-624.3799-627.0787,4,substitution,bankstel,8,bankenstel,10
n000321-fn000829-627.0787-629.0262,1,deletion,tuinenbankstel,14,<del>,<del>
n000321-fn000829-627.0787-629.0262,2,substitution,hebben,6,tuinenbank,10
n000321-fn000829-63.6374-66.4018,0,deletion,naar,4,<del>,<del>
n000321-fn000829-63.6374-66.4018,1,deletion,een,3,<del>,<del>
n000321-fn000829-63.6374-66.4018,2,deletion,paar,4,<del>,<del>
n000321-fn000829-63.6374-66.4018,6,substitution,museum,6,musea,5
n000321-fn000829-63.6374-66.4018,7,substitution,gewees,6,geweest,7
n000321-fn000829-637.2302-639.3800,3,deletion,wel,3,<del>,<del>
n000321-fn000829-637.2302-639.3800,4,substitution,te,2,wat,3
n000321-fn000829-654.2724-656.0072,1,substitution,zou,3,zal,3
n000321-fn000829-66.4018-67.9105,0,deletion,en,2,<del>,<del>
n000321-fn000829-66.4018-67.9105,1,substitution,daarna,6,aan,3
n000321-fn000829-66.4018-67.9105,3,insertion,<ins>,<ins>,naad,4
n000321-fn000829-667.0104-668.9538,1,substitution,wat,3,had,3
n000321-fn000829-67.9105-69.5313,0,substitution,koninglijke,11,koninklijke,11
n000321-fn000829-74.7791-76.7838,0,insertion,<ins>,<ins>,aan,3
n000321-fn000829-74.7791-76.7838,1,substitution,en,2,de,2
n000321-fn000829-78.7509-81.6709,0,deletion,denk,4,<del>,<del>
n000321-fn000829-78.7509-81.6709,1,substitution,dan,3,daar,4
n000321-fn000829-78.7509-81.6709,5,substitution,londen,6,onder,5
n000321-fn000829-90.0626-91.4907,2,substitution,d'r,3,de,2
n000321-fn000829-90.0626-91.4907,3,substitution,niet,4,nieuwe,6
n000321-fn000829-90.0626-91.4907,4,substitution,verstaan,8,staan,5
n000322-fn000832-108.4788-110.0669,0,deletion,gewoon,6,<del>,<del>
n000322-fn000832-108.4788-110.0669,1,substitution,nationaliteit,13,connationaliteit,16
n000322-fn000832-110.0669-111.8059,0,insertion,<ins>,<ins>,de,2
n000322-fn000832-111.8059-114.1135,0,substitution,konin,5,koning,6
n000322-fn000832-111.8059-114.1135,1,substitution,krijk,5,krijg,5
n000322-fn000832-114.1135-115.4536,0,substitution,sorry,5,zo,2
n000322-fn000832-132.2222-133.1550,0,substitution,vo,2,vol,3
n000322-fn000832-132.2222-133.1550,1,substitution,melken,6,maken,5
n000322-fn000832-135.5771-136.6795,0,substitution,nog,3,no,2
n000322-fn000832-135.5771-136.6795,1,substitution,één,3,en,2
n000322-fn000832-135.5771-136.6795,2,substitution,keer,4,kia,3
n000322-fn000832-143.2498-144.4132,0,deletion,over,4,<del>,<del>
n000322-fn000832-143.2498-144.4132,1,substitution,londen,6,overlenden,10
n000322-fn000832-151.0854-151.8904,0,substitution,even,4,oké,3
n000322-fn000832-151.0854-151.8904,1,substitution,kijken,6,ja,2
n000322-fn000832-157.8613-159.4917,3,substitution,londen,6,london,6
n000322-fn000832-161.3255-164.0259,4,substitution,gewees,6,geweest,7
n000322-fn000832-167.4948-169.4346,2,substitution,londen,6,lente,5
n000322-fn000832-176.5803-178.3187,0,insertion,<ins>,<ins>,en,2
n000322-fn000832-176.5803-178.3187,1,substitution,in,2,eh,2
n000322-fn000832-178.3187-179.3734,0,substitution,koning,6,koningin,8
n000322-fn000832-179.9098-182.4405,1,substitution,paleis,6,braak,5
n000322-fn000832-184.6453-185.8404,0,substitution,en,2,een,3
n000322-fn000832-188.5044-190.6334,2,substitution,mus,3,bus,3
n000322-fn000832-195.6036-197.0161,1,substitution,koningin,8,koningen,8
n000322-fn000832-208.8541-210.1261,1,substitution,londen,6,london,6
n000322-fn000832-21.1446-22.0022,0,substitution,ik,2,eh,2
n000322-fn000832-210.1261-212.4395,0,substitution,winkels,7,vingels,7
n000322-fn000832-216.0484-217.5377,0,deletion,de,2,<del>,<del>
n000322-fn000832-218.1446-219.0456,2,substitution,het,3,ze,2
n000322-fn000832-22.0022-24.4186,4,deletion,van,3,<del>,<del>
n000322-fn000832-231.9095-232.4898,0,substitution,stad,4,staat,5
n000322-fn000832-234.3909-237.4542,0,deletion,wil,3,<del>,<del>
n000322-fn000832-234.3909-237.4542,1,deletion,u,1,<del>,<del>
n000322-fn000832-234.3909-237.4542,2,deletion,gaan,4,<del>,<del>
n000322-fn000832-234.3909-237.4542,3,deletion,doen,4,<del>,<del>
n000322-fn000832-234.3909-237.4542,4,deletion,in,2,<del>,<del>
n000322-fn000832-234.3909-237.4542,6,substitution,stad,4,staat,5
n000322-fn000832-240.2421-241.3446,0,substitution,zien,4,seen,4
n000322-fn000832-241.3446-243.8461,1,insertion,<ins>,<ins>,wou,3
n000322-fn000832-241.3446-243.8461,2,substitution,wilt,4,het,3
n000322-fn000832-243.8461-245.5686,0,deletion,in,2,<del>,<del>
n000322-fn000832-243.8461-245.5686,1,substitution,londen,6,een,3
n000322-fn000832-243.8461-245.5686,2,substitution,stad,4,londenstad,10
n000322-fn000832-246.6053-248.5610,0,substitution,museum,6,bizzion,7
n000322-fn000832-252.4592-254.6773,0,substitution,om,2,aan,3
n000322-fn000832-252.4592-254.6773,2,substitution,kan,3,kant,4
n000322-fn000832-255.4855-257.8599,2,deletion,ga,2,<del>,<del>
n000322-fn000832-259.2114-261.5890,0,substitution,ma,2,maar,4
n000322-fn000832-269.2136-271.7762,0,substitution,ander,5,andere,6
n000322-fn000832-274.4314-275.9286,0,deletion,en,2,<del>,<del>
n000322-fn000832-274.4314-275.9286,1,substitution,per,3,een,3
n000322-fn000832-274.4314-275.9286,2,substitution,half,4,halve,5
n000322-fn000832-278.1200-279.5936,0,deletion,voor,4,<del>,<del>
n000322-fn000832-278.1200-279.5936,1,substitution,de,2,van,3
n000322-fn000832-29.3166-30.9463,2,substitution,londen,6,london,6
n000322-fn000832-290.0902-292.5414,1,substitution,gaat,4,ga,2
n000322-fn000832-294.8098-295.8861,0,deletion,naar,4,<del>,<del>
n000322-fn000832-294.8098-295.8861,1,substitution,dat,3,natte,5
n000322-fn000832-294.8098-295.8861,2,substitution,toe,3,touw,4
n000322-fn000832-310.5220-312.0139,2,insertion,<ins>,<ins>,die,3
n000322-fn000832-310.5220-312.0139,3,substitution,dielech,7,weg,3
n000322-fn000832-312.0139-314.3433,0,deletion,naar,4,<del>,<del>
n000322-fn000832-312.0139-314.3433,1,substitution,ersen,5,naast,5
n000322-fn000832-312.0139-314.3433,3,substitution,mij,3,mijn,4
n000322-fn000832-322.2112-324.7985,5,insertion,<ins>,<ins>,aan,3
n000322-fn000832-326.2428-328.2143,1,substitution,onderweg,8,onderwerp,9
n000322-fn000832-328.2143-330.2178,0,substitution,of,2,voor,4
n000322-fn000832-339.5398-340.0409,0,substitution,ik,2,hey,3
n000322-fn000832-340.6491-342.3038,0,substitution,liever,6,lieve,5
n000322-fn000832-342.3038-344.4932,2,substitution,'t,2,te,2
n000322-fn000832-346.1894-347.6337,1,substitution,mij,3,mijn,4
n000322-fn000832-348.4261-350.3976,0,deletion,mij,3,<del>,<del>
n000322-fn000832-348.4261-350.3976,1,substitution,zusje,5,maar,4
n000322-fn000832-348.4261-350.3976,2,substitution,en,2,ze,2
n000322-fn000832-348.4261-350.3976,3,substitution,mij,3,zijn,4
n000322-fn000832-348.4261-350.3976,4,substitution,moeder,6,allemaal,8
n000322-fn000832-348.4261-350.3976,5,substitution,woont,5,de,2
n000322-fn000832-348.4261-350.3976,6,substitution,daar,4,honda,5
n000322-fn000832-368.8928-371.6726,0,deletion,u,1,<del>,<del>
n000322-fn000832-368.8928-371.6726,1,substitution,krijgt,6,ik,2
n000322-fn000832-368.8928-371.6726,2,substitution,dan,3,ben,3
n000322-fn000832-368.8928-371.6726,3,substitution,geld,4,heel,4
n000322-fn000832-368.8928-371.6726,4,substitution,voor,4,veel,4
n000322-fn000832-368.8928-371.6726,6,deletion,en,2,<del>,<del>
n000322-fn000832-368.8928-371.6726,7,deletion,drinken,7,<del>,<del>
n000322-fn000832-371.6726-374.0308,1,substitution,liever,6,lief,4
n000322-fn000832-371.6726-374.0308,2,substitution,maaltijd,8,mauti,5
n000322-fn000832-379.9164-381.5625,2,insertion,<ins>,<ins>,het,3
n000322-fn000832-394.7334-396.0982,0,substitution,niet,4,die,3
n000322-fn000832-394.7334-396.0982,1,substitution,vaak,4,vaag,4
n000322-fn000832-398.8012-401.4406,3,substitution,'t,2,het,3
n000322-fn000832-398.8012-401.4406,4,substitution,chinees,7,chinese,7
n000322-fn000832-404.7000-405.8475,0,substitution,'s,2,schaaf,6
n000322-fn000832-404.7000-405.8475,1,substitution,avonds,6,ons,3
n000322-fn000832-407.5998-410.1781,2,deletion,'t,2,<del>,<del>
n000322-fn000832-410.1781-412.2438,0,deletion,gewoon,6,<del>,<del>
n000322-fn000832-410.1781-412.2438,1,substitution,wa,2,waarom,6
n000322-fn000832-410.1781-412.2438,2,substitution,warm,4,moet,4
n000322-fn000832-410.1781-412.2438,3,substitution,maaltijd,8,hij,3
n000322-fn000832-412.2438-414.0617,1,substitution,gerechten,9,gebakken,8
n000322-fn000832-428.6601-430.1653,2,deletion,ie,2,<del>,<del>
n000322-fn000832-445.9277-448.1830,1,deletion,ga,2,<del>,<del>
n000322-fn000832-45.4846-48.2008,3,deletion,winkel,6,<del>,<del>
n000322-fn000832-45.4846-48.2008,4,substitution,is,2,winkels,7
n000322-fn000832-461.5696-464.5136,2,insertion,<ins>,<ins>,een,3
n000322-fn000832-474.8315-476.3562,2,deletion,in,2,<del>,<del>
n000322-fn000832-477.8641-480.7181,0,insertion,<ins>,<ins>,somme,5
n000322-fn000832-477.8641-480.7181,1,substitution,zomersenzoen,12,seizoen,7
n000322-fn000832-477.8641-480.7181,3,substitution,senzoen,7,seizoen,7
n000322-fn000832-489.7803-491.1980,1,substitution,seizoen,7,zijn,4
n000322-fn000832-489.7803-491.1980,2,substitution,huh,3,ze,2
n000322-fn000832-494.4257-497.1923,0,substitution,het,3,hebben,6
n000322-fn000832-494.4257-497.1923,1,substitution,weer,4,we,2
n000322-fn000832-494.4257-497.1923,4,substitution,senzoen,7,seizoen,7
n000322-fn000832-497.1923-499.4671,0,substitution,seizoenen,9,zes,3
n000322-fn000832-509.1884-511.1150,1,substitution,niet,4,nu,2
n000322-fn000832-509.1884-511.1150,2,substitution,vaak,4,veel,4
n000322-fn000832-511.8756-513.7863,0,substitution,hoef,4,of,2
n000322-fn000832-519.4085-519.7538,0,substitution,huh,3,hm,2
n000322-fn000832-52.4801-54.5286,1,insertion,<ins>,<ins>,zijn,4
n000322-fn000832-52.4801-54.5286,3,deletion,in,2,<del>,<del>
n000322-fn000832-52.4801-54.5286,4,substitution,s,1,een,3
n000322-fn000832-526.8928-528.2729,0,deletion,soms,4,<del>,<del>
n000322-fn000832-526.8928-528.2729,1,substitution,niet,4,sommige,7
n000322-fn000832-528.2729-530.0939,3,substitution,redelijk,8,ledelijk,8
n000322-fn000832-541.3707-542.9236,0,substitution,meestal,7,misschien,9
n000322-fn000832-543.2885-543.7161,0,substitution,huh,3,hm,2
n000322-fn000832-562.9367-563.5250,0,substitution,huh,3,hm,2
n000322-fn000832-571.4449-573.7716,2,insertion,<ins>,<ins>,een,3
n000322-fn000832-571.4449-573.7716,3,substitution,reisverzekering,15,lijstverzekering,16
n000322-fn000832-58.3567-59.6605,0,insertion,<ins>,<ins>,zonder,6
n000322-fn000832-58.3567-59.6605,1,substitution,soms,4,ze,2
n000322-fn000832-584.9283-586.7753,3,substitution,mij,3,mijn,4
n000322-fn000832-584.9283-586.7753,5,insertion,<ins>,<ins>,heen,4
n000322-fn000832-587.9387-589.8334,2,substitution,mij,3,mijn,4
n000322-fn000832-602.5617-603.8548,0,insertion,<ins>,<ins>,eh,2
n000322-fn000832-602.5617-603.8548,2,substitution,ga,2,eh,2
n000322-fn000832-603.8548-605.5481,0,insertion,<ins>,<ins>,goed,4
n000322-fn000832-603.8548-605.5481,1,substitution,groeten,7,te,2
n000322-fn000832-603.8548-605.5481,4,deletion,de,2,<del>,<del>
n000322-fn000832-603.8548-605.5481,5,deletion,f,1,<del>,<del>
n000322-fn000832-62.0349-63.7124,0,substitution,en,2,een,3
n000322-fn000832-643.5569-646.0108,1,deletion,malle,5,<del>,<del>
n000322-fn000832-643.5569-646.0108,2,substitution,mo,2,maar,4
n000322-fn000832-646.7422-648.1066,0,substitution,motument,8,monument,8
n000322-fn000832-648.7293-651.4614,0,deletion,kun,3,<del>,<del>
n000322-fn000832-648.7293-651.4614,1,deletion,noemen,6,<del>,<del>
n000322-fn000832-655.5864-657.6349,1,substitution,muus,4,mij,3
n000322-fn000832-660.3220-661.8433,0,substitution,paleis,6,balais,6
n000322-fn000832-669.5763-670.5700,1,substitution,genoeg,6,kno,3
n000322-fn000832-676.0757-677.8673,1,insertion,<ins>,<ins>,een,3
n000322-fn000832-676.0757-677.8673,2,substitution,saxi,4,zakje,5
n000322-fn000832-683.4520-685.2927,2,substitution,londen,6,london,6
n000322-fn000832-688.0858-690.2490,0,deletion,koningen,8,<del>,<del>
n000322-fn000832-688.0858-690.2490,1,substitution,koning,6,koningin,8
n000322-fn000832-690.9618-693.1878,2,substitution,londen,6,london,6
n000322-fn000832-694.2081-694.8944,0,substitution,plein,5,plan,4
n000322-fn000832-705.2299-705.9968,0,substitution,nee,3,na,2
n000322-fn000832-705.9968-707.4317,0,insertion,<ins>,<ins>,mag,3
n000322-fn000832-705.9968-707.4317,1,substitution,maak,4,je,2
n000322-fn000832-705.9968-707.4317,3,deletion,uit,3,<del>,<del>
n000322-fn000832-709.2945-710.5532,3,deletion,u,1,<del>,<del>
n000322-fn000832-71.4714-73.6516,4,substitution,londen,6,london,6
n000322-fn000832-710.5532-712.4824,0,substitution,krijg,5,krijgen,7
n000322-fn000832-717.1259-718.4323,1,insertion,<ins>,<ins>,moderne,7
n000322-fn000832-717.1259-718.4323,2,substitution,modumen,7,man,3
n000322-fn000832-727.1151-729.9055,0,substitution,modumen,7,moet,4
n000322-fn000832-727.1151-729.9055,1,substitution,even,4,u,1
n000322-fn000832-727.1151-729.9055,2,substitution,kijken,6,mijn,4
n000322-fn000832-734.5010-735.3251,0,insertion,<ins>,<ins>,nou,3
n000322-fn000832-734.5010-735.3251,1,substitution,natuur,6,doe,3
n000322-fn000832-735.9267-737.4796,0,insertion,<ins>,<ins>,na,2
